"","date","date1","yearday","Year","month","season","Site","MA","raw","year","raw_min","raw_max"
"56","1985NOV07",1985-11-07,311,1985,"NOV","fall","Delma",27.9957340786709,28.45,1985,0,1
"57","1985NOV08",1985-11-08,312,1985,"NOV","fall","Delma",28.0323028681814,28.46,1985,0,1
"58","1985NOV09",1985-11-09,313,1985,"NOV","fall","Delma",28.0593291524239,28.38,1985,0,1
"59","1985NOV10",1985-11-10,314,1985,"NOV","fall","Delma",27.8840852654341,27.6,1985,0,1
"60","1985NOV11",1985-11-11,315,1985,"NOV","fall","Delma",27.7362072300428,27.59,1985,0,1
"61","1985NOV12",1985-11-12,316,1985,"NOV","fall","Delma",27.6120462660371,27.63,1985,0,1
"62","1985NOV13",1985-11-13,317,1985,"NOV","fall","Delma",27.4471067638988,27.39,1985,0,1
"63","1985NOV14",1985-11-14,318,1985,"NOV","fall","Delma",27.202159195379,26.99,1985,0,1
"64","1985NOV15",1985-11-15,319,1985,"NOV","fall","Delma",26.9732046359951,26.97,1985,0,1
"65","1985NOV16",1985-11-16,320,1985,"NOV","fall","Delma",26.7341106845291,26.8,1985,0,1
"66","1985NOV17",1985-11-17,321,1985,"NOV","fall","Delma",26.5762292599252,26.77,1985,0,1
"67","1985NOV18",1985-11-18,322,1985,"NOV","fall","Delma",26.4573986919352,26.64,1985,0,1
"68","1985NOV19",1985-11-19,323,1985,"NOV","fall","Delma",26.3070788663438,26.47,1985,0,1
"69","1985NOV20",1985-11-20,324,1985,"NOV","fall","Delma",26.0888016841647,26.09,1985,0,1
"70","1985NOV21",1985-11-21,325,1985,"NOV","fall","Delma",25.9982947929427,26.3,1985,0,1
"71","1985NOV22",1985-11-22,326,1985,"NOV","fall","Delma",25.9531888205504,26.32,1985,0,1
"72","1985NOV23",1985-11-23,327,1985,"NOV","fall","Delma",26.0014303111436,26.6,1985,0,1
"73","1985NOV24",1985-11-24,328,1985,"NOV","fall","Delma",26.2325729363245,27.26,1985,0,1
"74","1985NOV25",1985-11-25,329,1985,"NOV","fall","Delma",26.5075632114812,27.5,1985,0,1
"75","1985NOV26",1985-11-26,330,1985,"NOV","fall","Delma",26.7072214499504,27.28,1985,0,1
"76","1985NOV27",1985-11-27,331,1985,"NOV","fall","Delma",26.9435919232903,27.38,1985,0,1
"77","1985NOV28",1985-11-28,332,1985,"NOV","fall","Delma",27.093113000185,27.13,1985,0,1
"78","1985NOV29",1985-11-29,333,1985,"NOV","fall","Delma",27.082031266827,26.66,1985,0,1
"79","1985NOV30",1985-11-30,334,1985,"NOV","fall","Delma",27.0044270979167,26.48,1985,0,1
"80","1985DEC01",1985-12-01,335,1985,"DEC","winter","Delma",26.9118368181945,26.62,1985,0,1
"81","1985DEC02",1985-12-02,336,1985,"DEC","winter","Delma",26.7022585757686,26.36,1985,0,1
"82","1985DEC03",1985-12-03,337,1985,"DEC","winter","Delma",26.4499574323327,26.1,1985,0,1
"83","1985DEC04",1985-12-04,338,1985,"DEC","winter","Delma",26.2046297746884,25.97,1985,0,1
"84","1985DEC05",1985-12-05,339,1985,"DEC","winter","Delma",25.9486791380633,25.77,1985,0,1
"85","1985DEC06",1985-12-06,340,1985,"DEC","winter","Delma",25.7241885863215,25.58,1985,0,1
"86","1985DEC07",1985-12-07,341,1985,"DEC","winter","Delma",25.5089634414786,25.34,1985,0,1
"87","1985DEC08",1985-12-08,342,1985,"DEC","winter","Delma",24.9437683159481,23.91,1985,0,1
"88","1985DEC09",1985-12-09,343,1985,"DEC","winter","Delma",24.3285992071551,23.41,1985,0,1
"89","1985DEC10",1985-12-10,344,1985,"DEC","winter","Delma",23.859452646201,23.52,1985,0,1
"90","1985DEC11",1985-12-11,345,1985,"DEC","winter","Delma",23.5695256267076,23.86,1985,0,1
"91","1986AUG09",1986-08-09,221,1986,"AUG","summer","Delma",37.455507347229,37.08,1986,0,1
"92","1986AUG10",1986-08-10,222,1986,"AUG","summer","Delma",37.5147730342651,36.84,1986,0,1
"93","1986AUG11",1986-08-11,223,1986,"AUG","summer","Delma",37.4281366296964,36.59,1986,0,1
"94","1986AUG12",1986-08-12,224,1986,"AUG","summer","Delma",37.1357184124036,35.79,1986,0,1
"95","1986AUG13",1986-08-13,225,1986,"AUG","summer","Delma",36.7542892907498,35.31,1986,0,1
"96","1986AUG14",1986-08-14,226,1986,"AUG","summer","Delma",36.4830507186498,35.52,1986,0,1
"97","1986AUG15",1986-08-15,227,1986,"AUG","summer","Delma",36.1906439561632,35.41,1986,0,1
"98","1986AUG16",1986-08-16,228,1986,"AUG","summer","Delma",35.7572247620081,34.92,1986,0,1
"99","1986AUG17",1986-08-17,229,1986,"AUG","summer","Delma",35.408261460407,35.05,1986,0,1
"100","1986AUG18",1986-08-18,230,1986,"AUG","summer","Delma",35.0238265990194,34.62,1986,0,1
"101","1986AUG19",1986-08-19,231,1986,"AUG","summer","Delma",34.7873163858168,34.72,1986,0,1
"102","1986AUG20",1986-08-20,232,1986,"AUG","summer","Delma",34.7930075343746,35.19,1986,0,1
"103","1986AUG21",1986-08-21,233,1986,"AUG","summer","Delma",34.741273196458,34.91,1986,0,1
"104","1986AUG22",1986-08-22,234,1986,"AUG","summer","Delma",34.6524367702636,34.77,1986,0,1
"105","1986AUG23",1986-08-23,235,1986,"AUG","summer","Delma",34.7274452008951,35.19,1986,0,1
"106","1986AUG24",1986-08-24,236,1986,"AUG","summer","Delma",34.9497858407758,35.69,1986,0,1
"107","1986AUG25",1986-08-25,237,1986,"AUG","summer","Delma",35.191814395339,35.8,1986,0,1
"108","1986AUG26",1986-08-26,238,1986,"AUG","summer","Delma",35.4902391426271,36.05,1986,0,1
"109","1986AUG27",1986-08-27,239,1986,"AUG","summer","Delma",35.4735405902768,35.16,1986,0,1
"110","1986AUG28",1986-08-28,240,1986,"AUG","summer","Delma",35.2730685115733,34.51,1986,0,1
"111","1986AUG29",1986-08-29,241,1986,"AUG","summer","Delma",35.1699927100302,34.67,1986,0,1
"112","1986AUG30",1986-08-30,242,1986,"AUG","summer","Delma",35.1926603486928,35.16,1986,0,1
"113","1986AUG31",1986-08-31,243,1986,"AUG","summer","Delma",35.1323056355338,35.09,1986,0,1
"114","1986SEP01",1986-09-01,244,1986,"SEP","fall","Delma",34.9646648841293,34.81,1986,0,1
"115","1986SEP02",1986-09-02,245,1986,"SEP","fall","Delma",34.7687095662454,34.71,1986,0,1
"116","1986SEP03",1986-09-03,246,1986,"SEP","fall","Delma",34.809548290746,35.34,1986,0,1
"117","1986SEP04",1986-09-04,247,1986,"SEP","fall","Delma",34.9796085186465,35.46,1986,0,1
"118","1986SEP05",1986-09-05,248,1986,"SEP","fall","Delma",35.018327382827,34.93,1986,0,1
"119","1986SEP06",1986-09-06,249,1986,"SEP","fall","Delma",35.0245503984501,34.99,1986,0,1
"120","1986SEP07",1986-09-07,250,1986,"SEP","fall","Delma",35.0259436786567,35.08,1986,0,1
"121","1986SEP08",1986-09-08,251,1986,"SEP","fall","Delma",35.1064845215025,35.29,1986,0,1
"122","1986SEP09",1986-09-09,252,1986,"SEP","fall","Delma",35.1722865853022,35.18,1986,0,1
"123","1986SEP10",1986-09-10,253,1986,"SEP","fall","Delma",35.0073150405952,34.48,1986,0,1
"124","1986SEP11",1986-09-11,254,1986,"SEP","fall","Delma",34.7636730351825,34.29,1986,0,1
"125","1986SEP12",1986-09-12,255,1986,"SEP","fall","Delma",34.5318499638248,34.11,1986,0,1
"126","1986SEP13",1986-09-13,256,1986,"SEP","fall","Delma",34.3782699686482,34.17,1986,0,1
"127","1986SEP14",1986-09-14,257,1986,"SEP","fall","Delma",34.1125006394951,33.71,1986,0,1
"128","1986SEP15",1986-09-15,258,1986,"SEP","fall","Delma",33.7315005542291,33.22,1986,0,1
"129","1986SEP16",1986-09-16,259,1986,"SEP","fall","Delma",33.4799671469985,33.54,1986,0,1
"130","1986SEP17",1986-09-17,260,1986,"SEP","fall","Delma",33.4733048607321,34.13,1986,0,1
"131","1986SEP18",1986-09-18,261,1986,"SEP","fall","Delma",33.6121975459678,34.45,1986,0,1
"132","1986SEP19",1986-09-19,262,1986,"SEP","fall","Delma",33.8292378731721,34.72,1986,0,1
"133","1986SEP20",1986-09-20,263,1986,"SEP","fall","Delma",33.9000061567491,34.25,1986,0,1
"134","1986SEP21",1986-09-21,264,1986,"SEP","fall","Delma",33.8040053358493,33.56,1986,0,1
"135","1986SEP22",1986-09-22,265,1986,"SEP","fall","Delma",33.5974712910694,32.86,1986,0,1
"136","1986SEP23",1986-09-23,266,1986,"SEP","fall","Delma",33.5471417855934,33.3,1986,0,1
"137","1986SEP24",1986-09-24,267,1986,"SEP","fall","Delma",33.3335228808477,32.89,1986,0,1
"138","1986SEP25",1986-09-25,268,1986,"SEP","fall","Delma",33.1783864967346,33.23,1986,0,1
"139","1986SEP26",1986-09-26,269,1986,"SEP","fall","Delma",32.9406016305034,32.99,1986,0,1
"140","1986SEP27",1986-09-27,270,1986,"SEP","fall","Delma",32.6465214131029,32.61,1986,0,1
"141","1986SEP28",1986-09-28,271,1986,"SEP","fall","Delma",32.5249852246892,32.82,1986,0,1
"142","1986SEP29",1986-09-29,272,1986,"SEP","fall","Delma",32.5069871947306,32.8,1986,0,1
"143","1986SEP30",1986-09-30,273,1986,"SEP","fall","Delma",32.4100555687665,32.43,1986,0,1
"144","1986OCT01",1986-10-01,274,1986,"OCT","fall","Delma",32.2920481595977,32.31,1986,0,1
"145","1986OCT02",1986-10-02,275,1986,"OCT","fall","Delma",32.1571084049847,32.17,1986,0,1
"146","1986OCT03",1986-10-03,276,1986,"OCT","fall","Delma",32.0414939509867,32.2,1986,0,1
"147","1986OCT04",1986-10-04,277,1986,"OCT","fall","Delma",32.0892947575218,32.6,1986,0,1
"148","1986OCT05",1986-10-05,278,1986,"OCT","fall","Delma",32.1980554565189,32.81,1986,0,1
"149","1986OCT06",1986-10-06,279,1986,"OCT","fall","Delma",32.2849813956497,32.83,1986,0,1
"150","1986OCT07",1986-10-07,280,1986,"OCT","fall","Delma",32.3703172095631,32.77,1986,0,1
"151","1986OCT08",1986-10-08,281,1986,"OCT","fall","Delma",32.535608248288,32.99,1986,0,1
"152","1986OCT09",1986-10-09,282,1986,"OCT","fall","Delma",32.7148604818496,33.06,1986,0,1
"153","1986OCT10",1986-10-10,283,1986,"OCT","fall","Delma",32.7948790842697,32.75,1986,0,1
"154","1986OCT11",1986-10-11,284,1986,"OCT","fall","Delma",32.8702285397004,32.88,1986,0,1
"155","1986OCT12",1986-10-12,285,1986,"OCT","fall","Delma",32.798864734407,32.52,1986,0,1
"156","1986OCT13",1986-10-13,286,1986,"OCT","fall","Delma",32.9003494364861,33.19,1986,0,1
"157","1986OCT14",1986-10-14,287,1986,"OCT","fall","Delma",32.9909695116213,33.19,1986,0,1
"158","1986OCT15",1986-10-15,288,1986,"OCT","fall","Delma",33.0268402434051,33.07,1986,0,1
"159","1986OCT16",1986-10-16,289,1986,"OCT","fall","Delma",33.0892615442844,33.26,1986,0,1
"160","1986OCT17",1986-10-17,290,1986,"OCT","fall","Delma",33.2020266717132,33.42,1986,0,1
"161","1986OCT18",1986-10-18,291,1986,"OCT","fall","Delma",33.2077564488181,33.03,1986,0,1
"162","1986OCT19",1986-10-19,292,1986,"OCT","fall","Delma",33.0387222556423,32.32,1986,0,1
"163","1986OCT20",1986-10-20,293,1986,"OCT","fall","Delma",32.8288926215567,32.16,1986,0,1
"164","1986OCT21",1986-10-21,294,1986,"OCT","fall","Delma",32.5223736053491,31.86,1986,0,1
"165","1986OCT22",1986-10-22,295,1986,"OCT","fall","Delma",32.2273904579692,31.72,1986,0,1
"166","1986OCT23",1986-10-23,296,1986,"OCT","fall","Delma",32.0897383969067,32.18,1986,0,1
"167","1986OCT24",1986-10-24,297,1986,"OCT","fall","Delma",31.8644399439858,31.87,1986,0,1
"168","1986OCT25",1986-10-25,298,1986,"OCT","fall","Delma",31.6311812847877,31.67,1986,0,1
"169","1986OCT26",1986-10-26,299,1986,"OCT","fall","Delma",31.3983571134827,31.28,1986,0,1
"170","1986OCT27",1986-10-27,300,1986,"OCT","fall","Delma",31.2279094983516,31.18,1986,0,1
"171","1986OCT28",1986-10-28,301,1986,"OCT","fall","Delma",31.0095215652381,30.8,1986,0,1
"172","1986OCT29",1986-10-29,302,1986,"OCT","fall","Delma",30.8442520232064,30.78,1986,0,1
"173","1986OCT30",1986-10-30,303,1986,"OCT","fall","Delma",30.7250184201122,30.95,1986,0,1
"174","1986OCT31",1986-10-31,304,1986,"OCT","fall","Delma",30.4250159640972,30.25,1986,0,1
"175","1986NOV01",1986-11-01,305,1986,"NOV","fall","Delma",30.0390138355509,29.65,1986,0,1
"176","1986NOV02",1986-11-02,306,1986,"NOV","fall","Delma",29.6878119908108,29.44,1986,0,1
"177","1986NOV03",1986-11-03,307,1986,"NOV","fall","Delma",29.3734370587027,29.28,1986,0,1
"178","1986NOV04",1986-11-04,308,1986,"NOV","fall","Delma",29.244978784209,29.7,1986,0,1
"179","1986NOV05",1986-11-05,309,1986,"NOV","fall","Delma",29.1309816129811,29.59,1986,0,1
"180","1986NOV06",1986-11-06,310,1986,"NOV","fall","Delma",28.9021840645837,29.14,1986,0,1
"181","1987AUG20",1987-08-20,232,1987,"AUG","summer","Delma",35.6918299252574,35.75,1987,0,1
"182","1987AUG21",1987-08-21,233,1987,"AUG","summer","Delma",35.4589192685564,34.75,1987,0,1
"183","1987AUG22",1987-08-22,234,1987,"AUG","summer","Delma",35.1670633660822,34.32,1987,0,1
"184","1987AUG23",1987-08-23,235,1987,"AUG","summer","Delma",34.9061215839379,34.31,1987,0,1
"185","1987AUG24",1987-08-24,236,1987,"AUG","summer","Delma",34.6793053727462,34.3,1987,0,1
"186","1987AUG25",1987-08-25,237,1987,"AUG","summer","Delma",34.46006465638,34.14,1987,0,1
"187","1987AUG26",1987-08-26,238,1987,"AUG","summer","Delma",34.3013893688627,34.36,1987,0,1
"188","1987AUG27",1987-08-27,239,1987,"AUG","summer","Delma",34.053204119681,34.09,1987,0,1
"189","1987AUG28",1987-08-28,240,1987,"AUG","summer","Delma",33.8314435703902,33.82,1987,0,1
"190","1987AUG29",1987-08-29,241,1987,"AUG","summer","Delma",33.6625844276715,33.55,1987,0,1
"191","1987AUG30",1987-08-30,242,1987,"AUG","summer","Delma",33.4442398373153,33.17,1987,0,1
"192","1987AUG31",1987-08-31,243,1987,"AUG","summer","Delma",33.2616745256733,33.19,1987,0,1
"193","1987SEP01",1987-09-01,244,1987,"SEP","fall","Delma",33.1361179222502,33.27,1987,0,1
"194","1987SEP02",1987-09-02,245,1987,"SEP","fall","Delma",32.9593021992835,33.03,1987,0,1
"195","1987SEP03",1987-09-03,246,1987,"SEP","fall","Delma",32.9267285727123,33.47,1987,0,1
"196","1987SEP04",1987-09-04,247,1987,"SEP","fall","Delma",32.955831429684,33.55,1987,0,1
"197","1987SEP05",1987-09-05,248,1987,"SEP","fall","Delma",32.9770539057262,33.4,1987,0,1
"198","1987SEP06",1987-09-06,249,1987,"SEP","fall","Delma",32.8787800516293,32.8,1987,0,1
"199","1987SEP07",1987-09-07,250,1987,"SEP","fall","Delma",32.7376093780788,32.5,1987,0,1
"200","1987SEP08",1987-09-08,251,1987,"SEP","fall","Delma",32.6432614610016,32.63,1987,0,1
"201","1987SEP09",1987-09-09,252,1987,"SEP","fall","Delma",32.6841599328681,33.05,1987,0,1
"202","1987SEP10",1987-09-10,253,1987,"SEP","fall","Delma",32.746271941819,33.2,1987,0,1
"203","1987SEP11",1987-09-11,254,1987,"SEP","fall","Delma",32.7254356829098,33.05,1987,0,1
"204","1987SEP12",1987-09-12,255,1987,"SEP","fall","Delma",32.6560442585218,32.84,1987,0,1
"205","1987SEP13",1987-09-13,256,1987,"SEP","fall","Delma",32.6539050240522,32.87,1987,0,1
"206","1987SEP14",1987-09-14,257,1987,"SEP","fall","Delma",32.7867176875119,33.15,1987,0,1
"207","1987SEP15",1987-09-15,258,1987,"SEP","fall","Delma",32.9744886625104,33.38,1987,0,1
"208","1987SEP16",1987-09-16,259,1987,"SEP","fall","Delma",33.095223507509,33.36,1987,0,1
"209","1987SEP17",1987-09-17,260,1987,"SEP","fall","Delma",33.1191937065078,33.2,1987,0,1
"210","1987SEP18",1987-09-18,261,1987,"SEP","fall","Delma",33.0146345456401,32.73,1987,0,1
"211","1987SEP19",1987-09-19,262,1987,"SEP","fall","Delma",32.9800166062214,32.85,1987,0,1
"212","1987SEP20",1987-09-20,263,1987,"SEP","fall","Delma",32.8553477253919,32.45,1987,0,1
"213","1987SEP21",1987-09-21,264,1987,"SEP","fall","Delma",32.851968028673,32.92,1987,0,1
"214","1987SEP22",1987-09-22,265,1987,"SEP","fall","Delma",32.8017056248499,32.87,1987,0,1
"215","1987SEP23",1987-09-23,266,1987,"SEP","fall","Delma",32.7681448748699,32.96,1987,0,1
"216","1987SEP24",1987-09-24,267,1987,"SEP","fall","Delma",32.6070588915539,32.42,1987,0,1
"217","1987SEP25",1987-09-25,268,1987,"SEP","fall","Delma",32.5201177060134,32.46,1987,0,1
"218","1987SEP26",1987-09-26,269,1987,"SEP","fall","Delma",32.510768678545,32.62,1987,0,1
"219","1987SEP27",1987-09-27,270,1987,"SEP","fall","Delma",32.6226661880723,33,1987,0,1
"220","1987SEP28",1987-09-28,271,1987,"SEP","fall","Delma",32.6563106963293,32.78,1987,0,1
"221","1987SEP29",1987-09-29,272,1987,"SEP","fall","Delma",32.6414692701521,32.72,1987,0,1
"222","1987SEP30",1987-09-30,273,1987,"SEP","fall","Delma",32.5672733674651,32.5,1987,0,1
"223","1987OCT01",1987-10-01,274,1987,"OCT","fall","Delma",32.6076369184698,32.78,1987,0,1
"224","1987OCT02",1987-10-02,275,1987,"OCT","fall","Delma",32.7079519960071,32.9,1987,0,1
"225","1987OCT03",1987-10-03,276,1987,"OCT","fall","Delma",32.7255583965395,32.69,1987,0,1
"226","1987OCT04",1987-10-04,277,1987,"OCT","fall","Delma",32.7128172770009,32.72,1987,0,1
"227","1987OCT05",1987-10-05,278,1987,"OCT","fall","Delma",32.7497749734008,32.94,1987,0,1
"228","1987OCT06",1987-10-06,279,1987,"OCT","fall","Delma",32.7818049769474,32.87,1987,0,1
"229","1987OCT07",1987-10-07,280,1987,"OCT","fall","Delma",32.836230980021,32.9,1987,0,1
"230","1987OCT08",1987-10-08,281,1987,"OCT","fall","Delma",32.8634001826849,32.84,1987,0,1
"231","1987OCT09",1987-10-09,282,1987,"OCT","fall","Delma",32.4976134916603,31.48,1987,0,1
"232","1987OCT10",1987-10-10,283,1987,"OCT","fall","Delma",32.2612650261056,31.76,1987,0,1
"233","1987OCT11",1987-10-11,284,1987,"OCT","fall","Delma",32.0870963559582,31.83,1987,0,1
"234","1987OCT12",1987-10-12,285,1987,"OCT","fall","Delma",31.9488168418304,31.94,1987,0,1
"235","1987OCT13",1987-10-13,286,1987,"OCT","fall","Delma",31.810974596253,31.91,1987,0,1
"236","1987OCT14",1987-10-14,287,1987,"OCT","fall","Delma",31.5368446500859,31.32,1987,0,1
"237","1987OCT15",1987-10-15,288,1987,"OCT","fall","Delma",31.2905986967412,31.28,1987,0,1
"238","1987OCT16",1987-10-16,289,1987,"OCT","fall","Delma",31.118518870509,31.08,1987,0,1
"239","1987OCT17",1987-10-17,290,1987,"OCT","fall","Delma",31.0067163544411,30.95,1987,0,1
"240","1987OCT18",1987-10-18,291,1987,"OCT","fall","Delma",30.977154173849,31.29,1987,0,1
"241","1987OCT19",1987-10-19,292,1987,"OCT","fall","Delma",30.8675336173358,31.02,1987,0,1
"242","1987OCT20",1987-10-20,293,1987,"OCT","fall","Delma",30.7778624683577,31.06,1987,0,1
"243","1987OCT21",1987-10-21,294,1987,"OCT","fall","Delma",30.74948080591,31.09,1987,0,1
"244","1987OCT22",1987-10-22,295,1987,"OCT","fall","Delma",30.790883365122,31.18,1987,0,1
"245","1987OCT23",1987-10-23,296,1987,"OCT","fall","Delma",30.6907655831057,30.61,1987,0,1
"246","1987OCT24",1987-10-24,297,1987,"OCT","fall","Delma",30.6419968386916,30.67,1987,0,1
"247","1987OCT25",1987-10-25,298,1987,"OCT","fall","Delma",30.5803972601994,30.65,1987,0,1
"248","1987OCT26",1987-10-26,299,1987,"OCT","fall","Delma",30.5330109588395,30.69,1987,0,1
"249","1987OCT27",1987-10-27,300,1987,"OCT","fall","Delma",30.6192761643276,31.11,1987,0,1
"250","1987OCT28",1987-10-28,301,1987,"OCT","fall","Delma",30.5107060090839,30.44,1987,0,1
"251","1987OCT29",1987-10-29,302,1987,"OCT","fall","Delma",30.483278541206,30.72,1987,0,1
"252","1987OCT30",1987-10-30,303,1987,"OCT","fall","Delma",30.4808414023786,30.68,1987,0,1
"253","1987OCT31",1987-10-31,304,1987,"OCT","fall","Delma",30.4193958820614,30.33,1987,0,1
"254","1987NOV01",1987-11-01,305,1987,"NOV","fall","Delma",30.2568097644532,29.93,1987,0,1
"255","1987NOV02",1987-11-02,306,1987,"NOV","fall","Delma",30.1839017958595,30.19,1987,0,1
"256","1987NOV03",1987-11-03,307,1987,"NOV","fall","Delma",30.0660482230782,30.1,1987,0,1
"257","1987NOV04",1987-11-04,308,1987,"NOV","fall","Delma",30.1299084600011,30.66,1987,0,1
"258","1987NOV05",1987-11-05,309,1987,"NOV","fall","Delma",30.232587332001,30.74,1987,0,1
"259","1987NOV06",1987-11-06,310,1987,"NOV","fall","Delma",29.9509090210675,29.41,1987,0,1
"260","1987NOV07",1987-11-07,311,1987,"NOV","fall","Delma",29.6901211515918,29.25,1987,0,1
"261","1987NOV08",1987-11-08,312,1987,"NOV","fall","Delma",29.6394383313796,29.72,1987,0,1
"262","1987NOV09",1987-11-09,313,1987,"NOV","fall","Delma",29.6101798871956,29.74,1987,0,1
"263","1987NOV10",1987-11-10,314,1987,"NOV","fall","Delma",29.4961559022362,29.45,1987,0,1
