"","date","date1","yearday","Year","month","season","Site","MA","raw","year","raw_min","raw_max"
"68","1985MAY14",1985-05-14,134,1985,"MAY","spring","Delma",28.1355060352632,27.66,1985,1,0
"69","1985MAY15",1985-05-15,135,1985,"MAY","spring","Delma",28.1647718972281,27.76,1985,1,0
"70","1985MAY16",1985-05-16,136,1985,"MAY","spring","Delma",28.2181356442643,28.08,1985,1,0
"71","1985MAY17",1985-05-17,137,1985,"MAY","spring","Delma",28.3417175583624,28.3,1985,1,0
"72","1985MAY18",1985-05-18,138,1985,"MAY","spring","Delma",28.4968218839141,28.52,1985,1,0
"73","1985MAY19",1985-05-19,139,1985,"MAY","spring","Delma",28.9665789660589,29.78,1985,1,0
"74","1985MAY20",1985-05-20,140,1985,"MAY","spring","Delma",29.410368437251,29.87,1985,1,0
"75","1985MAY21",1985-05-21,141,1985,"MAY","spring","Delma",29.7749859789509,29.87,1985,1,0
"76","1985MAY22",1985-05-22,142,1985,"MAY","spring","Delma",30.0223211817575,29.67,1985,1,0
"77","1985MAY23",1985-05-23,143,1985,"MAY","spring","Delma",30.1580116908565,29.48,1985,1,0
"78","1985MAY24",1985-05-24,144,1985,"MAY","spring","Delma",30.2769434654089,29.62,1985,1,0
"79","1985MAY25",1985-05-25,145,1985,"MAY","spring","Delma",30.3640176700211,29.67,1985,1,0
"80","1985MAY26",1985-05-26,146,1985,"MAY","spring","Delma",30.2288153140183,29.25,1985,1,0
"81","1985MAY27",1985-05-27,147,1985,"MAY","spring","Delma",30.0589732721492,29.39,1985,1,0
"82","1985MAY28",1985-05-28,148,1985,"MAY","spring","Delma",29.8417768358626,29.15,1985,1,0
"83","1985MAY29",1985-05-29,149,1985,"MAY","spring","Delma",29.7495399244143,29.46,1985,1,0
"84","1985MAY30",1985-05-30,150,1985,"MAY","spring","Delma",29.6876012678257,29.43,1985,1,0
"85","1985MAY31",1985-05-31,151,1985,"MAY","spring","Delma",29.6772544321156,29.58,1985,1,0
"86","1985JUN01",1985-06-01,152,1985,"JUN","summer","Delma",29.7142871745002,29.8,1985,1,0
"87","1985JUN02",1985-06-02,153,1985,"JUN","summer","Delma",29.7417155512335,29.69,1985,1,0
"88","1985JUN03",1985-06-03,154,1985,"JUN","summer","Delma",29.901486811069,30.13,1985,1,0
"89","1985JUN04",1985-06-04,155,1985,"JUN","summer","Delma",29.9719552362598,29.85,1985,1,0
"90","1985JUN05",1985-06-05,156,1985,"JUN","summer","Delma",29.9803612047585,29.67,1985,1,0
"91","1986FEB12",1986-02-12,43,1986,"FEB","winter","Delma",20.2580462298417,18.98,1986,1,0
"92","1986FEB13",1986-02-13,44,1986,"FEB","winter","Delma",19.9889733991961,19.06,1986,1,0
"93","1986FEB14",1986-02-14,45,1986,"FEB","winter","Delma",19.82177694597,19.28,1986,1,0
"94","1986FEB15",1986-02-15,46,1986,"FEB","winter","Delma",19.6695400198407,19.42,1986,1,0
"95","1986FEB16",1986-02-16,47,1986,"FEB","winter","Delma",19.4349346838619,19.31,1986,1,0
"96","1986FEB17",1986-02-17,48,1986,"FEB","winter","Delma",19.2289433926803,19.4,1986,1,0
"97","1986FEB18",1986-02-18,49,1986,"FEB","winter","Delma",19.0024176069896,19.12,1986,1,0
"98","1986FEB19",1986-02-19,50,1986,"FEB","winter","Delma",18.9014285927243,19,1986,1,0
"99","1986FEB20",1986-02-20,51,1986,"FEB","winter","Delma",18.9172381136944,19.02,1986,1,0
"100","1986FEB21",1986-02-21,52,1986,"FEB","winter","Delma",18.9829396985352,19.29,1986,1,0
"101","1986FEB22",1986-02-22,53,1986,"FEB","winter","Delma",19.1438810720638,19.77,1986,1,0
"102","1986FEB23",1986-02-23,54,1986,"FEB","winter","Delma",19.310696929122,19.88,1986,1,0
"103","1986FEB24",1986-02-24,55,1986,"FEB","winter","Delma",19.440604005239,19.82,1986,1,0
"104","1986FEB25",1986-02-25,56,1986,"FEB","winter","Delma",19.5871901378738,19.9,1986,1,0
"105","1986FEB26",1986-02-26,57,1986,"FEB","winter","Delma",19.9035647861573,20.51,1986,1,0
"106","1986FEB27",1986-02-27,58,1986,"FEB","winter","Delma",20.1550894813363,20.4,1986,1,0
"107","1986FEB28",1986-02-28,59,1986,"FEB","winter","Delma",20.2764108838248,20.11,1986,1,0
"108","1986MAR01",1986-03-01,60,1986,"MAR","spring","Delma",20.2515560993149,19.81,1986,1,0
"109","1986MAR02",1986-03-02,61,1986,"MAR","spring","Delma",20.1346819527395,19.6,1986,1,0
"110","1986MAR03",1986-03-03,62,1986,"MAR","spring","Delma",20.1020576923743,19.87,1986,1,0
"111","1986MAR04",1986-03-04,63,1986,"MAR","spring","Delma",20.0724500000577,19.87,1986,1,0
"112","1986MAR05",1986-03-05,64,1986,"MAR","spring","Delma",20.0141233333833,19.92,1986,1,0
"113","1986MAR06",1986-03-06,65,1986,"MAR","spring","Delma",19.9942402222656,20.16,1986,1,0
"114","1986MAR07",1986-03-07,66,1986,"MAR","spring","Delma",19.9290081926302,19.88,1986,1,0
"115","1986MAR08",1986-03-08,67,1986,"MAR","spring","Delma",19.9171404336128,19.9,1986,1,0
"116","1986MAR09",1986-03-09,68,1986,"MAR","spring","Delma",19.9701883757978,20.01,1986,1,0
"117","1986MAR10",1986-03-10,69,1986,"MAR","spring","Delma",20.1134965923581,20.39,1986,1,0
"118","1986MAR11",1986-03-11,70,1986,"MAR","spring","Delma",20.2810303800437,20.62,1986,1,0
"119","1986MAR12",1986-03-12,71,1986,"MAR","spring","Delma",20.6548929960378,21.49,1986,1,0
"120","1986MAR13",1986-03-13,72,1986,"MAR","spring","Delma",20.9062405965661,21.29,1986,1,0
"121","1986MAR14",1986-03-14,73,1986,"MAR","spring","Delma",21.1720751836906,21.46,1986,1,0
"122","1986MAR15",1986-03-15,74,1986,"MAR","spring","Delma",21.4384651591986,21.53,1986,1,0
"123","1986MAR16",1986-03-16,75,1986,"MAR","spring","Delma",21.5833364713054,21.24,1986,1,0
"124","1986MAR17",1986-03-17,76,1986,"MAR","spring","Delma",21.5428916084647,20.74,1986,1,0
"125","1986MAR18",1986-03-18,77,1986,"MAR","spring","Delma",21.4565060606694,20.7,1986,1,0
"126","1986MAR19",1986-03-19,78,1986,"MAR","spring","Delma",21.2309719192468,20.41,1986,1,0
"127","1986MAR20",1986-03-20,79,1986,"MAR","spring","Delma",20.8735089966806,19.97,1986,1,0
"128","1986MAR21",1986-03-21,80,1986,"MAR","spring","Delma",20.8297077971232,20.96,1986,1,0
"129","1986MAR22",1986-03-22,81,1986,"MAR","spring","Delma",20.9970800908401,21.79,1986,1,0
"130","1986MAR23",1986-03-23,82,1986,"MAR","spring","Delma",21.1114694120614,21.62,1986,1,0
"131","1986MAR24",1986-03-24,83,1986,"MAR","spring","Delma",21.2712734904532,21.65,1986,1,0
"132","1986MAR25",1986-03-25,84,1986,"MAR","spring","Delma",21.2991036917261,21.1,1986,1,0
"133","1986MAR26",1986-03-26,85,1986,"MAR","spring","Delma",21.5105565328293,21.72,1986,1,0
"134","1986MAR27",1986-03-27,86,1986,"MAR","spring","Delma",21.7691489951187,21.82,1986,1,0
"135","1986MAR28",1986-03-28,87,1986,"MAR","spring","Delma",22.0579291291029,22.2,1986,1,0
"136","1986MAR29",1986-03-29,88,1986,"MAR","spring","Delma",22.1655385785559,22.12,1986,1,0
"137","1986MAR30",1986-03-30,89,1986,"MAR","spring","Delma",22.2148001014151,22.12,1986,1,0
"138","1986MAR31",1986-03-31,90,1986,"MAR","spring","Delma",22.1921600878931,21.84,1986,1,0
"139","1986APR01",1986-04-01,91,1986,"APR","spring","Delma",22.2952054095073,22.17,1986,1,0
"140","1986APR02",1986-04-02,92,1986,"APR","spring","Delma",22.5798446882397,22.92,1986,1,0
"141","1986APR03",1986-04-03,93,1986,"APR","spring","Delma",22.7091987298077,22.66,1986,1,0
"142","1986APR04",1986-04-04,94,1986,"APR","spring","Delma",22.8186388991667,22.77,1986,1,0
"143","1986APR05",1986-04-05,95,1986,"APR","spring","Delma",22.9761537126111,23.08,1986,1,0
"144","1986APR06",1986-04-06,96,1986,"APR","spring","Delma",23.229999884263,23.5,1986,1,0
"145","1986APR07",1986-04-07,97,1986,"APR","spring","Delma",23.4659998996946,23.49,1986,1,0
"146","1986APR08",1986-04-08,98,1986,"APR","spring","Delma",23.6911999130686,23.58,1986,1,0
"147","1986APR09",1986-04-09,99,1986,"APR","spring","Delma",23.8223732579928,23.61,1986,1,0
"148","1986APR10",1986-04-10,100,1986,"APR","spring","Delma",23.9193901569271,23.67,1986,1,0
"149","1986APR11",1986-04-11,101,1986,"APR","spring","Delma",23.9468048026702,23.42,1986,1,0
"150","1986APR12",1986-04-12,102,1986,"APR","spring","Delma",23.9878974956475,23.59,1986,1,0
"151","1986APR13",1986-04-13,103,1986,"APR","spring","Delma",23.9695111628945,23.57,1986,1,0
"152","1986APR14",1986-04-14,104,1986,"APR","spring","Delma",23.9582430078419,23.69,1986,1,0
"153","1986APR15",1986-04-15,105,1986,"APR","spring","Delma",24.052477273463,24.1,1986,1,0
"154","1986APR16",1986-04-16,106,1986,"APR","spring","Delma",24.1261469703346,24.1,1986,1,0
"155","1986APR17",1986-04-17,107,1986,"APR","spring","Delma",24.3919940409566,24.88,1986,1,0
"156","1986APR18",1986-04-18,108,1986,"APR","spring","Delma",24.8003948354958,25.5,1986,1,0
"157","1986APR19",1986-04-19,109,1986,"APR","spring","Delma",25.1596755240963,25.5,1986,1,0
"158","1986APR20",1986-04-20,110,1986,"APR","spring","Delma",25.4290521208835,25.38,1986,1,0
"159","1986APR21",1986-04-21,111,1986,"APR","spring","Delma",25.7011785047657,25.55,1986,1,0
"160","1986APR22",1986-04-22,112,1986,"APR","spring","Delma",25.9576880374636,25.76,1986,1,0
"161","1986APR23",1986-04-23,113,1986,"APR","spring","Delma",26.0539962991351,25.39,1986,1,0
"162","1986APR24",1986-04-24,114,1986,"APR","spring","Delma",26.0747967925838,25.35,1986,1,0
"163","1986APR25",1986-04-25,115,1986,"APR","spring","Delma",25.9461572202393,25.15,1986,1,0
"164","1986APR26",1986-04-26,116,1986,"APR","spring","Delma",25.7933362575407,25.15,1986,1,0
"165","1986APR27",1986-04-27,117,1986,"APR","spring","Delma",25.6422247565353,25.05,1986,1,0
"166","1986APR28",1986-04-28,118,1986,"APR","spring","Delma",25.4892614556639,24.98,1986,1,0
"167","1986APR29",1986-04-29,119,1986,"APR","spring","Delma",25.4620265949087,25.47,1986,1,0
"168","1986APR30",1986-04-30,120,1986,"APR","spring","Delma",25.5370897155876,25.8,1986,1,0
"169","1986MAY01",1986-05-01,121,1986,"MAY","spring","Delma",25.7414777535092,26.22,1986,1,0
"170","1986MAY02",1986-05-02,122,1986,"MAY","spring","Delma",26.1026140530413,26.85,1986,1,0
"171","1986MAY03",1986-05-03,123,1986,"MAY","spring","Delma",26.4582655126358,26.96,1986,1,0
"172","1986MAY04",1986-05-04,124,1986,"MAY","spring","Delma",26.7144967776177,26.74,1986,1,0
"173","1986MAY05",1986-05-05,125,1986,"MAY","spring","Delma",26.8865638739353,26.51,1986,1,0
"174","1986MAY06",1986-05-06,126,1986,"MAY","spring","Delma",26.9650220240773,26.35,1986,1,0
"175","1986MAY07",1986-05-07,127,1986,"MAY","spring","Delma",26.922352420867,26.14,1986,1,0
"176","1986MAY08",1986-05-08,128,1986,"MAY","spring","Delma",26.9847054314181,26.7,1986,1,0
"177","1986MAY09",1986-05-09,129,1986,"MAY","spring","Delma",26.9900780405623,26.78,1986,1,0
"178","1986MAY10",1986-05-10,130,1986,"MAY","spring","Delma",26.916067635154,26.67,1986,1,0
"179","1986MAY11",1986-05-11,131,1986,"MAY","spring","Delma",27.0485919504668,27.38,1986,1,0
"180","1986MAY12",1986-05-12,132,1986,"MAY","spring","Delma",27.3107796904046,27.82,1986,1,0
"181","1987JAN09",1987-01-09,9,1987,"JAN","winter","Delma",19.2680465529058,19.27,1987,1,0
"182","1987JAN10",1987-01-10,10,1987,"JAN","winter","Delma",19.2396403458517,19.85,1987,1,0
"183","1987JAN11",1987-01-11,11,1987,"JAN","winter","Delma",19.2616882997381,20.06,1987,1,0
"184","1987JAN12",1987-01-12,12,1987,"JAN","winter","Delma",19.450129859773,20.68,1987,1,0
"185","1987JAN13",1987-01-13,13,1987,"JAN","winter","Delma",19.6434458784699,20.71,1987,1,0
"186","1987JAN14",1987-01-14,14,1987,"JAN","winter","Delma",19.7863197613406,20.41,1987,1,0
"187","1987JAN15",1987-01-15,15,1987,"JAN","winter","Delma",19.9801437931619,20.45,1987,1,0
"188","1987JAN16",1987-01-16,16,1987,"JAN","winter","Delma",20.2274579540736,20.59,1987,1,0
"189","1987JAN17",1987-01-17,17,1987,"JAN","winter","Delma",20.3517968935305,20.36,1987,1,0
"190","1987JAN18",1987-01-18,18,1987,"JAN","winter","Delma",20.3748906410597,20.24,1987,1,0
"191","1987JAN19",1987-01-19,19,1987,"JAN","winter","Delma",20.3342385555851,20.22,1987,1,0
"192","1987JAN20",1987-01-20,20,1987,"JAN","winter","Delma",20.2556734148404,20.22,1987,1,0
"193","1987JAN21",1987-01-21,21,1987,"JAN","winter","Delma",20.157583626195,20.04,1987,1,0
"194","1987JAN22",1987-01-22,22,1987,"JAN","winter","Delma",20.057905809369,19.92,1987,1,0
"195","1987JAN23",1987-01-23,23,1987,"JAN","winter","Delma",20.0501850347865,20.26,1987,1,0
"196","1987JAN24",1987-01-24,24,1987,"JAN","winter","Delma",19.9748270301483,19.98,1987,1,0
"197","1987JAN25",1987-01-25,25,1987,"JAN","winter","Delma",19.9781834261285,20.15,1987,1,0
"198","1987JAN26",1987-01-26,26,1987,"JAN","winter","Delma",19.9930923026447,20.16,1987,1,0
"199","1987JAN27",1987-01-27,27,1987,"JAN","winter","Delma",20.0233466622921,20.22,1987,1,0
"200","1987JAN28",1987-01-28,28,1987,"JAN","winter","Delma",20.1362337739865,20.5,1987,1,0
"201","1987JAN29",1987-01-29,29,1987,"JAN","winter","Delma",20.3554026041216,20.88,1987,1,0
"202","1987JAN30",1987-01-30,30,1987,"JAN","winter","Delma",20.6053489235721,21.16,1987,1,0
"203","1987JAN31",1987-01-31,31,1987,"JAN","winter","Delma",20.5913024004291,20.31,1987,1,0
"204","1987FEB01",1987-02-01,32,1987,"FEB","winter","Delma",20.5304620803719,20.1,1987,1,0
"205","1987FEB02",1987-02-02,33,1987,"FEB","winter","Delma",20.4764004696557,20.14,1987,1,0
"206","1987FEB03",1987-02-03,34,1987,"FEB","winter","Delma",20.4888804070349,20.38,1987,1,0
"207","1987FEB04",1987-02-04,35,1987,"FEB","winter","Delma",20.4770296860969,20.38,1987,1,0
"208","1987FEB05",1987-02-05,36,1987,"FEB","winter","Delma",20.382759061284,20.23,1987,1,0
"209","1987FEB06",1987-02-06,37,1987,"FEB","winter","Delma",20.2383911864461,20.16,1987,1,0
"210","1987FEB07",1987-02-07,38,1987,"FEB","winter","Delma",20.09260569492,19.94,1987,1,0
"211","1987FEB08",1987-02-08,39,1987,"FEB","winter","Delma",20.0849249355973,20.12,1987,1,0
"212","1987FEB09",1987-02-09,40,1987,"FEB","winter","Delma",20.0522682775177,19.98,1987,1,0
"213","1987FEB10",1987-02-10,41,1987,"FEB","winter","Delma",20.0452991738487,20.13,1987,1,0
"214","1987FEB11",1987-02-11,42,1987,"FEB","winter","Delma",19.9912592840022,20.01,1987,1,0
"215","1987FEB12",1987-02-12,43,1987,"FEB","winter","Delma",20.0370913794685,20.32,1987,1,0
"216","1987FEB13",1987-02-13,44,1987,"FEB","winter","Delma",20.2034791955394,20.74,1987,1,0
"217","1987FEB14",1987-02-14,45,1987,"FEB","winter","Delma",20.4630153028008,21.1,1987,1,0
"218","1987FEB15",1987-02-15,46,1987,"FEB","winter","Delma",20.6266132624274,20.86,1987,1,0
"219","1987FEB16",1987-02-16,47,1987,"FEB","winter","Delma",20.6963981607704,20.6,1987,1,0
"220","1987FEB17",1987-02-17,48,1987,"FEB","winter","Delma",20.694878406001,20.37,1987,1,0
"221","1987FEB18",1987-02-18,49,1987,"FEB","winter","Delma",20.6808946185342,20.33,1987,1,0
"222","1987FEB19",1987-02-19,50,1987,"FEB","winter","Delma",20.658775336063,20.34,1987,1,0
"223","1987FEB20",1987-02-20,51,1987,"FEB","winter","Delma",20.5642719579212,20.24,1987,1,0
"224","1987FEB21",1987-02-21,52,1987,"FEB","winter","Delma",20.6223690301984,20.96,1987,1,0
"225","1987FEB22",1987-02-22,53,1987,"FEB","winter","Delma",20.8913864928386,21.81,1987,1,0
"226","1987FEB23",1987-02-23,54,1987,"FEB","winter","Delma",21.2085349604601,22,1987,1,0
"227","1987FEB24",1987-02-24,55,1987,"FEB","winter","Delma",21.3667302990655,21.44,1987,1,0
"228","1987FEB25",1987-02-25,56,1987,"FEB","winter","Delma",21.4364995925234,21.12,1987,1,0
"229","1987FEB26",1987-02-26,57,1987,"FEB","winter","Delma",21.4349663135203,20.88,1987,1,0
"230","1987FEB27",1987-02-27,58,1987,"FEB","winter","Delma",21.4156374717176,20.79,1987,1,0
"231","1987FEB28",1987-02-28,59,1987,"FEB","winter","Delma",21.3495524754886,20.76,1987,1,0
"232","1987MAR01",1987-03-01,60,1987,"MAR","spring","Delma",21.1609454787568,20.66,1987,1,0
"233","1987MAR02",1987-03-02,61,1987,"MAR","spring","Delma",21.0614860815892,21.16,1987,1,0
"234","1987MAR03",1987-03-03,62,1987,"MAR","spring","Delma",20.959954604044,21.01,1987,1,0
"235","1987MAR04",1987-03-04,63,1987,"MAR","spring","Delma",21.0639606568381,21.51,1987,1,0
"236","1987MAR05",1987-03-05,64,1987,"MAR","spring","Delma",21.324765902593,22.01,1987,1,0
"237","1987MAR06",1987-03-06,65,1987,"MAR","spring","Delma",21.626130448914,22.21,1987,1,0
"238","1987MAR07",1987-03-07,66,1987,"MAR","spring","Delma",21.8473130557254,22.03,1987,1,0
"239","1987MAR08",1987-03-08,67,1987,"MAR","spring","Delma",22.079671314962,22.15,1987,1,0
"240","1987MAR09",1987-03-09,68,1987,"MAR","spring","Delma",22.2143818063004,22,1987,1,0
"241","1987MAR10",1987-03-10,69,1987,"MAR","spring","Delma",22.4277975654604,22.45,1987,1,0
"242","1987MAR11",1987-03-11,70,1987,"MAR","spring","Delma",22.5307578900657,22.23,1987,1,0
"243","1987MAR12",1987-03-12,71,1987,"MAR","spring","Delma",22.5346568380569,22.16,1987,1,0
"244","1987MAR13",1987-03-13,72,1987,"MAR","spring","Delma",22.3767025929827,21.73,1987,1,0
"245","1987MAR14",1987-03-14,73,1987,"MAR","spring","Delma",22.2278089139183,21.69,1987,1,0
"246","1987MAR15",1987-03-15,74,1987,"MAR","spring","Delma",22.1934343920625,22.03,1987,1,0
"247","1987MAR16",1987-03-16,75,1987,"MAR","spring","Delma",22.1176431397875,21.85,1987,1,0
"248","1987MAR17",1987-03-17,76,1987,"MAR","spring","Delma",21.9546240544825,21.56,1987,1,0
"249","1987MAR18",1987-03-18,77,1987,"MAR","spring","Delma",21.8460075138848,21.74,1987,1,0
"250","1987MAR19",1987-03-19,78,1987,"MAR","spring","Delma",21.7898731787002,21.81,1987,1,0
"251","1987MAR20",1987-03-20,79,1987,"MAR","spring","Delma",21.7772234215402,21.82,1987,1,0
"252","1987MAR21",1987-03-21,80,1987,"MAR","spring","Delma",21.8722602986682,22.1,1987,1,0
"253","1987MAR22",1987-03-22,81,1987,"MAR","spring","Delma",21.8732922588457,21.87,1987,1,0
"254","1987MAR23",1987-03-23,82,1987,"MAR","spring","Delma",22.0795199576663,22.68,1987,1,0
"255","1987MAR24",1987-03-24,83,1987,"MAR","spring","Delma",22.2629172966441,22.58,1987,1,0
"256","1987MAR25",1987-03-25,84,1987,"MAR","spring","Delma",22.4398616570916,22.62,1987,1,0
"257","1987MAR26",1987-03-26,85,1987,"MAR","spring","Delma",22.467213436146,22.21,1987,1,0
"258","1987MAR27",1987-03-27,86,1987,"MAR","spring","Delma",22.5042516446599,22.28,1987,1,0
"259","1987MAR28",1987-03-28,87,1987,"MAR","spring","Delma",22.4530180920386,22.04,1987,1,0
"260","1987MAR29",1987-03-29,88,1987,"MAR","spring","Delma",22.3866156797668,21.97,1987,1,0
"261","1987MAR30",1987-03-30,89,1987,"MAR","spring","Delma",22.2024002557979,21.64,1987,1,0
"262","1987MAR31",1987-03-31,90,1987,"MAR","spring","Delma",21.9394135550248,21.43,1987,1,0
"263","1987APR01",1987-04-01,91,1987,"APR","spring","Delma",21.7394917476882,21.52,1987,1,0
"264","1987APR02",1987-04-02,92,1987,"APR","spring","Delma",21.5535595146631,21.38,1987,1,0
"265","1987APR03",1987-04-03,93,1987,"APR","spring","Delma",21.447084912708,21.5,1987,1,0
